,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,Unnamed: 0,duration_in_minutes
29,Eqd5A_DlV9g,18.10.02,2018-02-09T15:32:29.000Z,84753,5274,161,581,False,False,Entertainment,RU,,13
30,YQKOcS6qsF8,17.23.12,2017-12-21T10:16:33.000Z,62439,2121,50,151,False,False,Sports,DE,,2
31,tgdbUObwZcE,18.24.02,2018-02-23T12:25:19.000Z,59151,2744,36,314,False,False,Gaming,DE,,3
32,vO6AEZzL_oo,18.28.01,2018-01-27T18:00:23.000Z,1407885,51051,3442,5912,False,False,People & Blogs,MX,,3
33,e0V9qhlqe_Y,18.28.04,2018-04-27T15:06:48.000Z,6371,391,4,22,False,False,Autos & Vehicles,FR,,4
34,YPpdqSfiBtw,18.03.06,2018-06-02T10:26:56.000Z,23145,1516,48,2,False,False,Gaming,FR,,198
35,ZqalFWPGVYY,17.15.11,2017-11-14T09:48:46.000Z,3061,5,3,0,False,False,Entertainment,DE,,1
36,gMwbzAq6TAI,18.19.02,2018-02-18T13:04:24.000Z,15394,1278,72,217,False,False,Gaming,FR,,2
37,U-yRlUBqiMg,18.13.05,2018-05-12T19:02:47.000Z,963002,22428,1074,8780,False,False,Entertainment,DE,,4
38,Outx27ohtJ0,18.17.04,2018-04-15T14:55:43.000Z,296649,7091,147,279,False,False,Entertainment,FR,,5
39,N1bcj0LmzsU,17.07.12,2017-12-06T16:25:19.000Z,45909,3778,94,196,False,False,People & Blogs,RU,,2
40,kGTxOIrWOtI,18.13.05,2018-05-11T13:58:38.000Z,148021,10887,353,1245,False,False,Comedy,IN,,12
41,TTogFxTu_vA,18.27.04,2018-04-09T14:00:03.000Z,469200,4473,530,543,False,False,Howto & Style,US,,10
42,s_OYcu-y4OY,17.02.12,2017-12-01T04:31:03.000Z,1613742,108594,583,10112,False,False,Comedy,DE,,9
43,WsZGh79ExDA,18.30.03,2018-03-29T06:23:55.000Z,10244,897,28,0,False,False,News & Politics,KR,,295
44,bprWGkUe9tw,18.25.05,2018-05-24T15:00:03.000Z,37269,2646,56,338,False,False,Sports,FR,,12
45,MTuZW3eCtkU,18.02.06,2018-06-01T09:00:02.000Z,161580,21413,64,2160,False,False,Music,JP,,4
46,RtueNgfm6MM,17.12.12,2017-12-09T09:35:05.000Z,433835,4034,158,769,False,False,People & Blogs,KR,,3
47,oMaeYVepP0Q,18.07.03,2018-03-05T07:00:05.000Z,118821,2237,17,442,False,False,Gaming,KR,,8
48,JuP1Z8xpRb8,17.14.11,2017-11-09T17:01:01.000Z,27010,1666,36,150,False,False,Entertainment,US,,4
49,UWpVxQs6h2A,18.09.05,2018-05-08T12:00:01.000Z,63458,8212,221,950,False,False,Film & Animation,RU,,2
50,yRMUNptyTag,18.13.02,2018-02-10T16:13:15.000Z,403362,1601,123,235,False,False,Entertainment,KR,,4
51,5QkND_JED48,17.30.12,2017-12-29T18:00:01.000Z,170657,27676,378,1802,False,False,Entertainment,MX,,14
52,BaO4M0e5wOo,18.25.02,2018-02-24T21:18:54.000Z,132434,2284,96,147,False,False,Film & Animation,DE,,1
53,_hcqaI1JVq0,18.04.06,2018-06-03T10:09:08.000Z,76788,592,28,49,False,False,Sports,JP,,258
54,ufQQis2E_P4,17.27.12,2017-12-25T22:36:40.000Z,187814,919,182,171,False,False,Entertainment,MX,,2
55,0Gu2IrG18ns,17.19.12,2017-12-18T21:15:08.000Z,1606,0,0,76,False,True,Gaming,FR,,20
56,hKvN8I2wmSY,18.08.06,2018-06-07T13:05:19.000Z,412021,3114,121,881,False,False,Sports,FR,,4
57,cdVrQWiZOvI,18.16.05,2018-05-13T06:04:31.000Z,640005,41833,1165,2958,False,False,Comedy,IN,,10
58,t-qcYZ3SGFs,18.16.02,2018-02-15T18:59:49.000Z,6892,803,9,0,True,False,Education,FR,,66
59,dhi_4mHg408,18.11.05,2018-05-10T22:32:56.000Z,3258,0,0,23,False,True,Education,FR,,182
60,Hfho_nJ5JJ8,17.13.12,2017-12-12T21:12:46.000Z,10325,485,18,99,False,False,Entertainment,US,,8
61,vLuqcrbtCLI,18.03.03,2018-03-02T09:00:06.000Z,55774,3225,18,1547,False,False,Howto & Style,KR,,3
62,JwVIlCYOk7c,17.17.12,2017-12-16T16:00:01.000Z,55216,19,12,5,False,False,People & Blogs,CA,,2
63,NuBHl4crzL4,18.07.03,2018-03-06T21:18:47.000Z,51127,2134,117,81,False,False,Entertainment,MX,,2
64,4LmeqLQ1ZZY,17.18.12,2017-12-17T17:00:00.000Z,69145,5358,141,759,False,False,Entertainment,FR,,4
65,hRo8kGToGRI,18.09.06,2018-06-07T23:43:41.000Z,678111,7136,443,366,False,False,People & Blogs,MX,,13
66,xi18L3ZWe-U,18.17.03,2018-03-16T21:07:50.000Z,336246,24256,213,2436,False,False,Comedy,CA,,5
67,qlPU6UYwN90,18.29.03,2018-03-26T07:00:02.000Z,115562,2082,154,343,False,False,Entertainment,IN,,8
68,GgQcd1mF2uA,18.02.03,2018-02-28T14:50:14.000Z,560818,880,240,128,False,False,Entertainment,IN,,1
69,fdrrIFkmoKk,17.02.12,2017-12-01T14:12:31.000Z,63771,4595,79,303,False,False,Autos & Vehicles,RU,,12
70,TE1Hvq4k5rI,17.12.12,2017-12-11T13:46:55.000Z,37981,2590,47,291,False,False,Howto & Style,RU,,14
71,cD-fxn_DMgw,18.23.04,2018-04-22T16:00:32.000Z,110548,12570,111,1015,False,False,Education,MX,,6
72,9Wf04aGWBh4,18.21.02,2018-02-20T12:29:40.000Z,43441,215,90,15,False,False,Entertainment,RU,,1
73,Vfwv8jNNS3U,18.12.02,2018-02-08T06:27:21.000Z,285028,4705,325,145,False,False,Music,IN,,4
74,k38_gbqgP-I,17.28.12,2017-12-25T12:00:08.000Z,66514,6809,14,813,False,False,Music,KR,,24
75,u3QQAdSKRT4,18.02.05,2018-05-01T15:00:05.000Z,24552,2961,48,388,False,False,People & Blogs,MX,,16
76,Fj-qz7FpHsk,18.20.02,2018-02-18T10:53:49.000Z,43422,387,25,81,False,False,Sports,KR,,131
77,U57k03Cjr28,18.22.01,2018-01-21T03:15:16.000Z,5905,290,109,77,False,False,News & Politics,FR,,121
78,OkqGrxfOsIg,18.12.01,2018-01-10T14:03:24.000Z,56755,7974,79,1258,False,False,Entertainment,IN,,13
79,WertwMOMAAw,18.12.06,2018-06-10T15:17:51.000Z,893776,39689,2705,2911,False,False,Autos & Vehicles,RU,,13
80,K0rq80ZnrDY,18.08.06,2018-06-07T23:38:52.000Z,16202,1379,57,555,False,False,Entertainment,MX,,23
81,uzKULwy17f0,17.02.12,2017-12-01T11:00:02.000Z,9286,532,1,35,False,False,Entertainment,DE,,5
82,1EF0mbzVmiE,18.28.01,2018-01-27T12:30:00.000Z,14305,1726,64,104,False,False,Entertainment,DE,,3
83,HiirMb5NgUI,18.03.01,2018-01-01T19:05:17.000Z,323909,27861,1502,6236,False,False,Entertainment,MX,,19
84,Ptg0HZN-rHI,18.01.05,2018-04-30T10:02:54.000Z,4487,16,6,0,False,False,Sports,JP,,4
85,H4JDvBeawHE,17.14.12,2017-12-13T13:02:11.000Z,43999,3152,90,648,False,False,Science & Technology,DE,,5
86,FFr9CBbvZwI,18.22.01,2018-01-22T03:47:15.000Z,8876,74,11,0,False,False,Gaming,MX,,131
87,tS5nZdKBllU,18.27.02,2018-02-25T21:00:04.000Z,1212088,98535,2827,38492,False,False,Entertainment,MX,,20
88,1_bZmDOc_LI,18.28.02,2018-02-27T16:29:37.000Z,6178,30,0,0,False,False,People & Blogs,JP,,360
89,TUJzDAXT9GA,17.26.11,2017-11-25T02:42:54.000Z,71841,8727,66,374,False,False,Howto & Style,MX,,2
90,5wKh99xBLgw,18.05.04,2018-04-04T06:20:27.000Z,450762,3025,301,182,False,False,Entertainment,RU,,120
91,vVFP55vL1Kk,17.17.12,2017-12-15T19:56:18.000Z,32200,1964,551,765,False,False,Entertainment,FR,,97
92,hlMa5OloncA,18.03.05,2018-05-02T02:14:38.000Z,334555,14333,319,619,False,False,Comedy,MX,,1
93,kkkdf4xFKjM,18.08.03,2018-03-06T23:00:02.000Z,2340734,396407,3477,50642,False,False,People & Blogs,MX,,3
94,yANcfPr-EOM,17.05.12,2017-11-30T04:28:57.000Z,3002626,69910,1779,2901,False,False,Music,IN,,4
95,GX-d4P_oGIM,17.04.12,2017-12-03T15:00:01.000Z,35946,389,42,53,False,False,Entertainment,RU,,7
96,Lh3Lt3-4tZs,18.01.05,2018-04-30T22:00:03.000Z,233355,17110,275,940,False,False,Entertainment,MX,,5
97,Ypjwn9LITys,18.11.02,2018-02-10T10:00:02.000Z,3275,405,20,147,False,False,Entertainment,FR,,14
98,MMlCnX0pLhg,17.24.12,2017-12-22T12:57:52.000Z,291375,20853,907,910,False,False,Entertainment,DE,,0
99,wV0Ypy1KWiE,18.12.06,2018-06-11T20:10:41.000Z,11981,126,2,35,False,False,Entertainment,MX,,4
100,qkvJg1viwcc,18.10.03,2018-03-09T17:09:52.000Z,23706,301,21,49,False,False,News & Politics,RU,,13
101,8cg6oApcAqs,18.27.01,2018-01-26T15:16:05.000Z,3640,26,2,1,False,False,Comedy,FR,,3
102,bZbiAmVKyXA,18.25.04,2018-04-24T06:37:51.000Z,56017,6524,38,326,False,False,People & Blogs,RU,,10
103,Tqk3-JRsI0E,18.17.04,2018-04-14T21:18:43.000Z,1070245,105539,2703,2996,False,False,Comedy,RU,,15
104,sJuD5pfO_HM,18.15.01,2018-01-15T01:40:19.000Z,5849,690,19,44,False,False,People & Blogs,MX,,9
105,hikgpPkFwbo,17.05.12,2017-12-01T13:43:30.000Z,916485,5154,794,320,False,False,Entertainment,IN,,3
106,n-Px0Dq8NGU,18.30.05,2018-05-29T05:00:04.000Z,196569,11823,224,1408,False,False,Education,FR,,5
107,tbtvaYZdRMg,18.01.02,2018-01-30T11:05:30.000Z,27508,75,22,68,False,False,News & Politics,FR,,2
108,uyLQhl4GAQ8,18.30.05,2018-05-29T14:03:35.000Z,150602,0,0,1885,False,True,News & Politics,RU,,11
109,UvE73kS7LG8,17.20.11,2017-11-17T16:57:32.000Z,2962946,292529,4629,0,True,False,Comedy,FR,,6
110,K2D-b5eJMac,18.17.04,2018-04-16T02:54:32.000Z,9491,14,7,3,False,False,People & Blogs,JP,,13
111,mP18SyTB6aw,17.30.11,2017-11-26T18:42:37.000Z,218291,12833,148,229,False,False,Comedy,FR,,4
112,rpYLkcetoIU,17.27.11,2017-11-24T15:30:02.000Z,319884,1167,337,134,False,False,Howto & Style,IN,,10
113,M9FVDDhr-Wc,17.14.12,2017-12-13T14:42:57.000Z,6514,105,2,3,False,False,People & Blogs,FR,,6
114,PfZHU8ZT-Uo,18.24.01,2018-01-18T21:39:25.000Z,18096,1370,6,149,False,False,Education,US,,3
115,8oxp7Q17ydU,18.26.05,2018-05-25T20:45:00.000Z,92245,1821,47,538,False,False,Entertainment,FR,,16
116,BKzRouH2qrU,18.25.04,2018-04-24T16:00:00.000Z,147377,6003,196,284,False,False,Entertainment,FR,,3
117,zE2Y6qicC64,18.24.02,2018-02-23T23:30:22.000Z,3319,0,0,76,False,True,Howto & Style,RU,,14
118,WFCqGp1APqU,18.29.03,2018-03-27T13:59:29.000Z,1226568,5849,5720,2608,False,False,News & Politics,RU,,6
119,zpkL-72OBUQ,18.31.03,2018-03-29T07:00:04.000Z,137220,2877,42,888,False,False,Entertainment,KR,,0
120,NggtACKCsVE,18.27.01,2018-01-26T18:35:53.000Z,3922,397,1,0,True,False,Education,FR,,1
121,_xSkeKtgpJg,18.25.03,2018-03-24T07:05:23.000Z,359495,13279,1642,1443,False,False,Entertainment,RU,,11
122,RXFP-pPShj8,18.17.03,2018-03-16T16:00:02.000Z,11781,671,3,32,False,False,Music,MX,,3
123,tUin3br4lKw,17.04.12,2017-12-03T02:28:20.000Z,143776,600,73,100,False,False,Entertainment,DE,,109
124,-2tPpGhtXsM,17.04.12,2017-12-01T16:00:00.000Z,452273,29398,303,928,False,False,Entertainment,FR,,4
125,azbzAxxflO8,18.18.03,2018-03-17T16:00:00.000Z,70697,3497,65,1856,False,False,Science & Technology,JP,,13
126,S0RIUgK2WWM,18.21.05,2018-05-19T21:17:49.000Z,368852,3760,233,581,False,False,People & Blogs,RU,,137
127,AkrvOb1KZnw,17.22.12,2017-12-21T14:14:22.000Z,60670,1072,41,40,False,False,Travel & Events,MX,,2
128,miiseAJIg_I,18.01.04,2018-03-31T10:30:01.000Z,23414,725,14,77,False,False,Pets & Animals,JP,,2
129,gky_YmCPdOI,18.03.01,2017-12-31T09:17:26.000Z,204828,2357,902,856,False,False,News & Politics,IN,,9
130,FonBwwDBxN4,18.26.02,2018-02-25T18:44:07.000Z,200269,30491,424,3599,False,False,Music,CA,,3
131,nCfb7qFcDUM,18.04.01,2018-01-03T06:34:13.000Z,29432,118,7,12,False,False,Film & Animation,MX,,4
132,4vcLwdf6xlI,18.17.01,2018-01-16T18:02:25.000Z,9180,546,11,0,True,False,Education,RU,,108
133,cH8Ad1YqbEg,17.23.12,2017-12-22T17:20:31.000Z,127613,12491,357,4960,False,False,Entertainment,RU,,10
134,ATY_kRHI8ZU,18.19.05,2018-05-17T22:00:00.000Z,53196,4606,64,271,False,False,Autos & Vehicles,MX,,11
135,7PZi7dN0j_A,18.08.05,2018-05-07T09:00:01.000Z,104901,945,61,271,False,False,Sports,KR,,3
136,XeuWngRlPGs,18.05.01,2018-01-03T03:19:40.000Z,85788,1239,11,189,False,False,Entertainment,KR,,3
137,sSnGmAqQaFs,18.23.02,2018-02-22T20:19:04.000Z,437239,15478,614,2036,False,False,Science & Technology,DE,,10
138,npfXCcAR6c8,18.05.01,2018-01-03T12:02:58.000Z,666683,23281,352,10236,False,False,Gaming,KR,,4
139,YL_wmrJ3clA,18.26.05,2018-05-25T07:00:05.000Z,43808,2523,80,142,False,False,Music,DE,,3
140,x8EoNcDT62A,17.04.12,2017-12-03T16:21:56.000Z,1182,11,0,0,False,False,Sports,FR,,0
141,rmggvynjOfw,17.17.11,2017-11-15T14:00:05.000Z,87128,6860,119,281,False,False,Gaming,FR,,8
142,OdOXUE0Nrrw,18.17.05,2018-05-16T13:15:19.000Z,49376,423,13,59,False,False,Sports,FR,,1
143,3RABxXpQ-gw,18.11.06,2018-06-07T16:19:54.000Z,1597852,94804,2273,4650,False,False,Sports,FR,,9
144,W0SMM-qpeIA,17.29.12,2017-12-28T17:00:02.000Z,4194,100,2,5,False,False,Howto & Style,DE,,5
145,sz9gLPALoNc,18.15.05,2018-05-11T16:00:09.000Z,1612035,66566,5200,4362,False,False,People & Blogs,FR,,3
146,EUFtVAgh9vM,18.15.05,2018-05-11T14:58:29.000Z,4375826,339446,17110,13593,False,False,Comedy,FR,,0
147,LazWNX4EdT0,18.05.03,2018-03-03T09:42:02.000Z,65047,2839,129,738,False,False,News & Politics,KR,,23
148,gNYNm2gWoPE,17.20.11,2017-11-18T17:36:14.000Z,325325,5784,173,372,False,False,Entertainment,DE,,4
149,VfGzDCvJclc,18.13.05,2018-05-13T01:49:45.000Z,47949,547,155,520,False,False,People & Blogs,RU,,4
150,r5xTuumaurU,17.24.12,2017-12-22T23:50:52.000Z,86031,530,46,17,False,False,Entertainment,IN,,11
151,iBaDwWrDt7s,18.15.04,2018-04-13T16:00:06.000Z,143716,7292,155,246,False,False,Music,FR,,0
152,qbE5HqqsWG8,18.10.03,2018-03-09T17:00:05.000Z,20269,1290,27,101,False,False,Howto & Style,RU,,4
153,ZaUKiSSYq_4,17.23.11,2017-11-22T06:04:47.000Z,30875,2013,38,145,False,False,People & Blogs,RU,,3
154,zDz9s2AOTVE,18.06.01,2018-01-02T04:40:34.000Z,5103093,64177,3885,6259,False,False,Sports,US,,4
155,mXCsnJPYkr8,17.10.12,2017-12-09T17:03:43.000Z,56638,5745,58,380,False,False,Entertainment,RU,,2
156,tRtb7dEZ2HE,18.29.03,2018-03-28T22:28:38.000Z,7572,914,40,241,False,False,People & Blogs,MX,,21
157,Rj1-uKSGwgI,17.18.12,2017-12-17T18:30:00.000Z,30882,3076,21,223,False,False,Howto & Style,FR,,7
158,wabTFfHKYT8,18.03.05,2018-05-02T03:02:47.000Z,9377,45,0,2,False,False,Sports,JP,,10
159,4hevaRuOe_w,18.16.02,2018-02-15T00:00:09.000Z,413504,4939,186,1260,False,False,Entertainment,KR,,3
160,Mmqt3N5CIuc,18.09.03,2018-03-08T10:30:01.000Z,443349,13931,265,1065,False,False,Autos & Vehicles,DE,,22
161,jUThYPLtP5w,18.10.02,2018-02-09T15:07:00.000Z,4353,334,6,47,False,False,People & Blogs,FR,,2
162,wrhCryjF-RE,18.01.02,2018-01-29T23:04:18.000Z,66531,3843,29,369,False,False,Music,MX,,3
163,jl8mGTD4KqI,18.31.01,2018-01-26T16:57:09.000Z,1565206,75103,4838,6134,False,False,Music,DE,,4
164,mRHeViCUZM8,18.27.02,2018-02-26T18:49:33.000Z,10962,885,19,201,False,False,Howto & Style,MX,,8
165,rrAjCCoG1CQ,17.12.12,2017-12-10T11:51:38.000Z,74201,4324,33,134,False,False,Sports,FR,,6
166,Eu5z0Euv-yw,18.21.05,2018-05-20T13:00:00.000Z,50059,1442,41,307,False,False,Entertainment,DE,,18
167,_ADS9BHyHfM,18.29.05,2018-05-28T11:07:51.000Z,78047,578,14,111,False,False,News & Politics,MX,,1
168,wfBlT3G5ThQ,18.06.04,2018-04-05T17:40:16.000Z,312840,3127,953,2212,False,False,People & Blogs,CA,,7
169,SCrYjWIoO4g,18.24.05,2018-05-23T17:00:02.000Z,150505,9004,200,1131,False,False,Entertainment,MX,,4
170,HQaPUpqmPDk,18.07.03,2018-03-06T12:29:58.000Z,59290,3415,32,201,False,False,Howto & Style,CA,,16
171,zuaXhno2YVM,18.29.05,2018-05-28T09:30:01.000Z,24792,590,39,105,False,False,Howto & Style,JP,,9
172,yvJXYVMw14Y,18.12.06,2018-06-09T18:00:06.000Z,41310,491,70,6,False,False,Entertainment,DE,,3
173,VBLJ7tTXbZI,18.04.04,2018-04-02T19:40:02.000Z,22914,556,5,24,False,False,Comedy,FR,,3
174,pCvIfBmnPtE,17.19.12,2017-12-17T03:10:31.000Z,345277,17249,542,1251,False,False,Entertainment,MX,,14
175,Cnl6tYrJB_M,18.07.02,2018-02-05T22:00:01.000Z,448780,8344,179,2410,False,False,Entertainment,CA,,10
176,aoI5_rKhLCI,18.06.05,2018-05-04T11:00:00.000Z,745922,51071,471,6826,False,False,Entertainment,JP,,2
177,jSYP6AIHC1Q,17.28.11,2017-11-27T05:11:46.000Z,45592,2227,14,231,False,False,Entertainment,MX,,13
178,9HhOlNSi5tw,18.21.03,2018-03-19T19:02:04.000Z,71850,5174,608,280,False,False,Howto & Style,DE,,3
179,I49DG-2tN0E,18.22.03,2018-03-21T20:31:16.000Z,26889,2791,5985,177,False,False,News & Politics,RU,,113
180,pIOOGmDl1Rc,18.07.04,2018-04-06T21:49:04.000Z,156339,2247,82,232,False,False,Entertainment,DE,,4
181,GlNFlEspwuE,18.04.05,2018-05-03T11:16:20.000Z,15796,456,47,33,False,False,Howto & Style,FR,,3
182,mp776Ve5W5Q,18.22.01,2018-01-21T16:59:24.000Z,11471,1972,35,226,False,False,Education,FR,,8
183,lJtV3encYPI,18.13.01,2018-01-10T05:31:35.000Z,333798,14056,1303,1115,False,False,Entertainment,DE,,3
184,H7OmNwulD78,17.23.12,2017-12-22T20:00:00.000Z,457544,91538,1347,14970,False,False,Comedy,MX,,3
185,pXyCnqy6nZg,18.01.02,2018-01-28T15:30:26.000Z,559510,1385,569,292,False,False,Entertainment,IN,,1
186,xAcR58ABYBQ,17.06.12,2017-12-04T17:24:11.000Z,10118,1951,11,154,False,False,Entertainment,FR,,7
187,6D8PzG9thcE,18.11.03,2018-03-08T14:50:41.000Z,109957,0,0,0,True,True,Entertainment,IN,,1
188,thkNseX4Z4E,18.17.02,2018-02-16T17:04:07.000Z,18521,1932,20,73,False,False,Entertainment,FR,,5
189,2sxuAm569IY,17.13.12,2017-12-07T07:00:00.000Z,326955,7248,129,575,False,False,Travel & Events,US,,2
190,n-4mOYPBs0I,18.08.06,2018-06-07T18:42:27.000Z,127224,6947,304,1343,False,False,Entertainment,MX,,19
191,YsrsG5prsIY,18.05.04,2018-04-04T16:11:17.000Z,55368,652,128,42,False,False,Education,RU,,514
192,gRaog3dFRG8,18.01.03,2018-02-28T06:02:07.000Z,29141,558,19,77,False,False,Autos & Vehicles,DE,,1
193,sgsSvHh82rs,18.14.05,2018-05-13T16:04:20.000Z,172508,983,167,307,False,False,Science & Technology,CA,,10
194,jO4CxhPeIAE,18.09.02,2018-02-07T16:10:49.000Z,1513,139,19,0,False,False,Gaming,RU,,189
195,NARgrkbz8BY,18.23.05,2018-05-22T16:41:28.000Z,74732,8378,37,1011,False,False,Entertainment,DE,,11
196,jf0ca7emx1s,18.08.06,2018-06-07T17:55:44.000Z,168090,14723,404,905,False,False,Sports,RU,,14
197,27DC0IVOI1g,17.13.12,2017-12-12T21:03:32.000Z,34942,3794,36,367,False,False,Music,MX,,1
198,2kItfdQGgL4,18.13.02,2018-02-12T11:00:00.000Z,10287,344,5,12,False,False,Film & Animation,RU,,1
199,7rUkEGg507A,18.03.05,2018-05-02T12:01:31.000Z,140993,5602,423,445,False,False,Autos & Vehicles,RU,,19
200,4TNnvw3dNX8,17.14.12,2017-12-11T09:33:25.000Z,188701,475,68,96,False,False,People & Blogs,KR,,3
201,eN3FIV8THNk,18.11.05,2018-05-10T11:00:05.000Z,91914,2302,55,328,False,False,Entertainment,DE,,19
202,54YUaK01Vqw,18.21.04,2018-04-19T20:42:32.000Z,17073,1340,15,140,False,False,Education,FR,,18
203,OZQFSAIOpW0,18.10.03,2018-03-09T11:00:02.000Z,18118,2024,18,104,False,False,People & Blogs,RU,,8
204,U6txGF3FBMQ,17.26.12,2017-12-25T09:00:02.000Z,87322,4040,264,191,False,False,People & Blogs,RU,,8
205,H_NT2tNLhcU,18.18.04,2018-04-17T10:00:05.000Z,7447,150,4,44,False,False,Autos & Vehicles,JP,,18
206,epvCORHGrL4,18.09.01,2018-01-08T02:13:55.000Z,96451,4119,146,1214,False,False,News & Politics,CA,,14
207,XzfqdnC6ckc,17.05.12,2017-12-04T06:01:17.000Z,28186,233,63,36,False,False,News & Politics,IN,,3
208,bubtGhBnEbQ,18.16.03,2018-03-15T04:14:08.000Z,121487,1614,944,494,False,False,Entertainment,IN,,4
209,dcp46u5Wwao,18.14.06,2018-06-13T11:39:37.000Z,541795,13933,398,1890,False,False,Entertainment,JP,,6
210,7A5Var4Cez0,18.16.02,2018-02-14T18:13:12.000Z,28497,1365,49,124,False,False,Entertainment,DE,,0
211,Az6AzVdxWXA,18.01.06,2018-05-31T11:20:30.000Z,245459,3324,675,1060,False,False,Entertainment,JP,,4
212,8IJVgafOu_Y,18.25.05,2018-05-24T06:30:00.000Z,107435,4258,105,780,False,False,News & Politics,KR,,23
213,xIOcJHmv9SM,18.07.04,2018-04-06T16:00:13.000Z,67737,1438,92,377,False,False,People & Blogs,RU,,13
214,2b--VjxPZnk,18.25.05,2018-05-24T08:44:08.000Z,478282,25457,1852,2451,False,False,Entertainment,RU,,5
215,b3ofgTrsXPI,18.04.03,2018-02-27T18:04:49.000Z,392500,28183,387,2922,False,False,People & Blogs,US,,5
216,Y5XDKghF5pQ,18.25.05,2018-05-22T09:06:19.000Z,86535,988,32,486,False,False,People & Blogs,KR,,7
217,4YYLAinwuok,17.22.11,2017-11-21T02:53:51.000Z,35783,268,20,51,False,False,News & Politics,MX,,6
218,ptMCngpnsbM,18.16.05,2018-05-14T20:06:42.000Z,374667,4332,221,755,False,False,Entertainment,CA,,5
219,NjiZHkPhm_I,18.07.05,2018-05-06T15:14:01.000Z,103916,4959,220,216,False,False,People & Blogs,RU,,14
220,UWJnFuLWf3E,17.17.12,2017-12-16T14:00:03.000Z,23060,483,48,234,False,False,Entertainment,MX,,4
