,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration
215007,f4rWhbNLxeI,18.14.04,2018-04-14T00:54:37.000Z,3016,9,3,0,FALSE,FALSE,Sports,JP,
103393,sOvHB0T4LXk,18.01.02,2018-01-30T09:32:22.000Z,7526,66,5,16,FALSE,FALSE,People & Blogs,FR,
293102,auPgVqGCwPg,17.18.11,2017-11-17T13:18:39.000Z,29243,2056,84,435,FALSE,FALSE,People & Blogs,RU,
4473,WMv0pMw8rAM,17.17.12,2017-12-16T15:30:01.000Z,93727,19041,29,1388,FALSE,FALSE,Comedy,CA,
165863,RdVyEaBfSwA,18.21.03,2018-03-20T12:26:38.000Z,32039,39,17,7,FALSE,FALSE,News & Politics,IN,1:23
254300,qJAllobfJ9o,17.11.12,2017-12-10T16:30:01.000Z,301094,23129,477,4386,FALSE,FALSE,Entertainment,MX,
313300,z8CQ2WzxOlc,18.13.06,2018-06-11T11:00:04.000Z,255357,24578,4087,3739,FALSE,FALSE,Comedy,RU,
247293,Xq4MVAxeoRM,18.08.03,2018-03-06T03:30:01.000Z,170863,4851,45,993,FALSE,FALSE,Pets & Animals,KR,
98231,Y_n19wVwYH4,18.17.01,2018-01-16T16:57:31.000Z,60425,6337,118,499,FALSE,FALSE,Sports,FR,4:17
293166,85G7bew5Tz0,17.19.11,2017-11-18T13:34:20.000Z,3342,61,18,96,FALSE,FALSE,People & Blogs,RU,
284809,LvIwzC-FERE,18.19.05,2018-05-17T16:57:57.000Z,111849,3174,251,567,FALSE,FALSE,Comedy,MX,44:22:00
239530,zSaAGuEwzwY,17.22.12,2017-12-20T10:40:30.000Z,44954,2697,83,478,FALSE,FALSE,Entertainment,KR,16:41
324847,Z0tJhHLrwJQ,17.26.11,2017-11-25T12:00:40.000Z,5017,444,13,118,FALSE,FALSE,Film & Animation,RU,5:03
63365,upH0Ykepulc,18.28.03,2018-03-27T19:30:01.000Z,12064,91,9,3,FALSE,FALSE,People & Blogs,DE,
2658,rHfKX7X8NUA,18.19.04,2018-04-18T14:24:55.000Z,20504,114,0,18,FALSE,FALSE,Music,CA,
82846,uD02Tb2rK9w,17.15.12,2017-12-14T16:47:54.000Z,2308,73,1,5,FALSE,FALSE,Entertainment,FR,
231555,5kosHMYVc38,18.06.05,2018-05-01T22:32:51.000Z,377064,2476,232,703,FALSE,FALSE,News & Politics,KR,
241520,9WWHnG5zQVI,18.12.02,2018-02-11T05:56:55.000Z,13592,21,1,7,FALSE,FALSE,Entertainment,KR,
305633,Eqd5A_DlV9g,18.10.02,2018-02-09T15:32:29.000Z,84753,5274,161,581,FALSE,FALSE,Entertainment,RU,12:45
69171,YQKOcS6qsF8,17.23.12,2017-12-21T10:16:33.000Z,62439,2121,50,151,FALSE,FALSE,Sports,DE,2:12
79381,tgdbUObwZcE,18.24.02,2018-02-23T12:25:19.000Z,59151,2744,36,314,FALSE,FALSE,Gaming,DE,2:40
269262,vO6AEZzL_oo,18.28.01,2018-01-27T18:00:23.000Z,1407885,51051,3442,5912,FALSE,FALSE,People & Blogs,MX,3:14
111519,e0V9qhlqe_Y,18.28.04,2018-04-27T15:06:48.000Z,6371,391,4,22,FALSE,FALSE,Autos & Vehicles,FR,4:09
96884,YPpdqSfiBtw,18.03.06,2018-06-02T10:26:56.000Z,23145,1516,48,2,FALSE,FALSE,Gaming,FR,3:18:24
40897,ZqalFWPGVYY,17.15.11,2017-11-14T09:48:46.000Z,3061,5,3,0,FALSE,FALSE,Entertainment,DE,0:53
316671,fIIiyBOL0a4,18.07.02,2018-02-06T15:11:02.000Z,360728,13613,758,1782,FALSE,FALSE,Autos & Vehicles,RU,36:09:00
96256,gMwbzAq6TAI,18.19.02,2018-02-18T13:04:24.000Z,15394,1278,72,217,FALSE,FALSE,Gaming,FR,1:53
201621,Tzc9pTy3pTU,18.03.03,2018-03-02T15:25:36.000Z,10850,33,21,12,FALSE,FALSE,People & Blogs,JP,
314324,OWf097eSxvI,17.17.12,2017-12-16T14:03:43.000Z,6220,42,1,3,FALSE,FALSE,Sports,RU,
238656,Vpt7CX0L-60,17.01.12,2017-11-29T10:19:48.000Z,18052,1678,38,216,FALSE,FALSE,Entertainment,KR,46:28:00
53386,U-yRlUBqiMg,18.13.05,2018-05-12T19:02:47.000Z,963002,22428,1074,8780,FALSE,FALSE,Entertainment,DE,3:51
88152,Outx27ohtJ0,18.17.04,2018-04-15T14:55:43.000Z,296649,7091,147,279,FALSE,FALSE,Entertainment,FR,5:23
257885,_L5wLyobgx4,18.05.02,2018-02-04T14:50:56.000Z,12423,95,9,4,FALSE,FALSE,Entertainment,MX,
294087,N1bcj0LmzsU,17.07.12,2017-12-06T16:25:19.000Z,45909,3778,94,196,FALSE,FALSE,People & Blogs,RU,1:34
294341,L02Tj687FAw,17.12.12,2017-12-11T08:01:31.000Z,38469,121,89,29,FALSE,FALSE,People & Blogs,RU,
70586,Hj0LMGgIJLw,18.16.04,2018-04-15T16:57:22.000Z,22770,210,6,12,FALSE,FALSE,Sports,DE,
207642,BB1mhKZh7n8,18.28.02,2018-02-27T17:30:14.000Z,56778,313,139,0,TRUE,FALSE,Entertainment,JP,
187106,kGTxOIrWOtI,18.13.05,2018-05-11T13:58:38.000Z,148021,10887,353,1245,FALSE,FALSE,Comedy,IN,12:14
79303,moW6DWur5rM,18.12.02,2018-02-10T22:54:04.000Z,52167,683,50,217,FALSE,FALSE,Gaming,DE,
370298,TTogFxTu_vA,18.27.04,2018-04-09T14:00:03.000Z,469200,4473,530,543,FALSE,FALSE,Howto & Style,US,9:34
56307,s_OYcu-y4OY,17.02.12,2017-12-01T04:31:03.000Z,1613742,108594,583,10112,FALSE,FALSE,Comedy,DE,9:12
230339,WsZGh79ExDA,18.30.03,2018-03-29T06:23:55.000Z,10244,897,28,0,FALSE,FALSE,News & Politics,KR,4:55:26
239214,HUVIIw1Q45I,17.14.12,2017-12-11T12:52:10.000Z,63647,277,18,137,FALSE,FALSE,Entertainment,KR,
100804,bprWGkUe9tw,18.25.05,2018-05-24T15:00:03.000Z,37269,2646,56,338,FALSE,FALSE,Sports,FR,12:13
217186,MTuZW3eCtkU,18.02.06,2018-06-01T09:00:02.000Z,161580,21413,64,2160,FALSE,FALSE,Music,JP,4:25
61136,63t8BTqRkmE,18.05.01,2018-01-03T21:09:45.000Z,41577,220,34,44,FALSE,FALSE,People & Blogs,DE,
284613,0Nyl1yUbVHM,18.27.04,2018-04-27T01:00:00.000Z,615034,12587,344,2003,FALSE,FALSE,Comedy,MX,
313087,UL4zvAvJ-mA,18.30.05,2018-05-29T08:21:47.000Z,159629,1068,292,120,FALSE,FALSE,Comedy,RU,
219510,RtueNgfm6MM,17.12.12,2017-12-09T09:35:05.000Z,433835,4034,158,769,FALSE,FALSE,People & Blogs,KR,2:46
201625,1UmE1K_8a-8,18.03.03,2018-03-02T17:35:36.000Z,6378,18,3,6,FALSE,FALSE,People & Blogs,JP,
261424,vfwnEKkbpgQ,18.30.03,2018-03-30T02:49:47.000Z,6217,140,3,15,FALSE,FALSE,Entertainment,MX,
105104,eVC62xr7o-0,18.30.03,2018-03-29T20:32:35.000Z,22796,71,21,16,FALSE,FALSE,People & Blogs,FR,
106763,xyQmC8jF1UE,18.05.06,2018-06-04T12:05:13.000Z,193102,2367,112,303,FALSE,FALSE,People & Blogs,FR,
314030,O31TqiO-NmE,18.08.06,2018-06-07T20:21:57.000Z,19146,0,0,0,TRUE,TRUE,Education,RU,
250991,oMaeYVepP0Q,18.07.03,2018-03-05T07:00:05.000Z,118821,2237,17,442,FALSE,FALSE,Gaming,KR,7:54
62430,Ub8gq6XIQ58,18.21.02,2018-02-19T18:19:59.000Z,40675,1091,43,264,FALSE,FALSE,People & Blogs,DE,
335277,JuP1Z8xpRb8,17.14.11,2017-11-09T17:01:01.000Z,27010,1666,36,150,FALSE,FALSE,Entertainment,US,3:46
260474,vb3SmAJIANY,18.16.03,2018-03-15T19:03:51.000Z,19924,649,17,74,FALSE,FALSE,Entertainment,MX,
253371,yr0wukcQgKI,17.25.11,2017-11-24T15:33:28.000Z,6075,0,0,3,FALSE,TRUE,Entertainment,MX,
327082,UWpVxQs6h2A,18.09.05,2018-05-08T12:00:01.000Z,63458,8212,221,950,FALSE,FALSE,Film & Animation,RU,2:20
241574,yRMUNptyTag,18.13.02,2018-02-10T16:13:15.000Z,403362,1601,123,235,FALSE,FALSE,Entertainment,KR,3:44
222376,3SsGBUxeCPA,18.03.03,2018-03-02T15:58:48.000Z,10970,57,6,7,FALSE,FALSE,People & Blogs,KR,
255629,5QkND_JED48,17.30.12,2017-12-29T18:00:01.000Z,170657,27676,378,1802,FALSE,FALSE,Entertainment,MX,13:33
266866,h6-odAJAX5M,17.02.12,2017-12-01T16:54:19.000Z,175003,2785,41,102,FALSE,FALSE,People & Blogs,MX,
327747,yMUW8EL0df8,18.02.02,2018-02-01T20:19:57.000Z,9095,92,41,29,FALSE,FALSE,Shows,RU,
150596,TOeWI-HClI8,17.18.12,2017-12-11T16:00:02.000Z,1007094,55048,566,441,FALSE,FALSE,People & Blogs,GB,33:13:00
308690,7Wj_ADpaSVA,18.01.06,2018-05-30T15:23:45.000Z,558183,36355,2270,7791,FALSE,FALSE,Entertainment,RU,29:36:00
178231,eMtZDjn8O9A,18.29.03,2018-03-28T01:24:12.000Z,73811,287,24,89,FALSE,FALSE,Entertainment,IN,
66709,BaO4M0e5wOo,18.25.02,2018-02-24T21:18:54.000Z,132434,2284,96,147,FALSE,FALSE,Film & Animation,DE,0:59
215859,_hcqaI1JVq0,18.04.06,2018-06-03T10:09:08.000Z,76788,592,28,49,FALSE,FALSE,Sports,JP,4:17:57
313920,3W3cok4FkjM,18.25.04,2018-04-25T01:24:14.000Z,1239,76,6,0,TRUE,FALSE,Education,RU,
255409,ufQQis2E_P4,17.27.12,2017-12-25T22:36:40.000Z,187814,919,182,171,FALSE,FALSE,Entertainment,MX,2:02
95775,0Gu2IrG18ns,17.19.12,2017-12-18T21:15:08.000Z,1606,0,0,76,FALSE,TRUE,Gaming,FR,19:57
101149,hKvN8I2wmSY,18.08.06,2018-06-07T13:05:19.000Z,412021,3114,121,881,FALSE,FALSE,Sports,FR,4:03
187134,cdVrQWiZOvI,18.16.05,2018-05-13T06:04:31.000Z,640005,41833,1165,2958,FALSE,FALSE,Comedy,IN,10:26
282933,p95ijYOs4xk,18.27.05,2018-05-26T15:46:09.000Z,114784,628,90,27,FALSE,FALSE,Music,MX,
107389,t-qcYZ3SGFs,18.16.02,2018-02-15T18:59:49.000Z,6892,803,9,0,TRUE,FALSE,Education,FR,1:05:34
323114,GXkwTTCji00,18.07.01,2018-01-06T06:04:27.000Z,14909,436,10,155,FALSE,FALSE,Pets & Animals,RU,
107649,dhi_4mHg408,18.11.05,2018-05-10T22:32:56.000Z,3258,0,0,23,FALSE,TRUE,Education,FR,3:01:55
336652,Hfho_nJ5JJ8,17.13.12,2017-12-12T21:12:46.000Z,10325,485,18,99,FALSE,FALSE,Entertainment,US,7:45
252362,vLuqcrbtCLI,18.03.03,2018-03-02T09:00:06.000Z,55774,3225,18,1547,FALSE,FALSE,Howto & Style,KR,2:44
25797,JwVIlCYOk7c,17.17.12,2017-12-16T16:00:01.000Z,55216,19,12,5,FALSE,FALSE,People & Blogs,CA,1:49
259850,NuBHl4crzL4,18.07.03,2018-03-06T21:18:47.000Z,51127,2134,117,81,FALSE,FALSE,Entertainment,MX,2:15
82957,4LmeqLQ1ZZY,17.18.12,2017-12-17T17:00:00.000Z,69145,5358,141,759,FALSE,FALSE,Entertainment,FR,4:23
27782,yN1mQrfzx-w,18.22.03,2018-03-22T02:04:17.000Z,16546,345,20,168,FALSE,FALSE,People & Blogs,CA,
191818,8cq8aE723jQ,17.27.11,2017-11-25T16:54:54.000Z,52807,178,31,45,FALSE,FALSE,People & Blogs,IN,
293500,vMnQBqCuT8Q,17.25.11,2017-11-24T16:24:47.000Z,7072,21,6,7,FALSE,FALSE,People & Blogs,RU,
274167,hRo8kGToGRI,18.09.06,2018-06-07T23:43:41.000Z,678111,7136,443,366,FALSE,FALSE,People & Blogs,MX,13:28
203851,GPSk2L0rFPY,18.08.05,2018-05-02T22:47:43.000Z,5681,68,2,23,FALSE,FALSE,People & Blogs,JP,
258824,8wfIttIB_qY,18.20.02,2018-02-20T00:47:29.000Z,96758,265,63,55,FALSE,FALSE,Entertainment,MX,
6054,xi18L3ZWe-U,18.17.03,2018-03-16T21:07:50.000Z,336246,24256,213,2436,FALSE,FALSE,Comedy,CA,5:24
178258,qlPU6UYwN90,18.29.03,2018-03-26T07:00:02.000Z,115562,2082,154,343,FALSE,FALSE,Entertainment,IN,8:25
179655,3kDX5W7vcA8,18.20.04,2018-04-19T04:22:10.000Z,142098,677,61,32,FALSE,FALSE,Entertainment,IN,
238045,syFz1coLwKA,17.16.11,2017-11-14T16:00:08.000Z,85956,421,47,51,FALSE,FALSE,Entertainment,KR,
176199,GgQcd1mF2uA,18.02.03,2018-02-28T14:50:14.000Z,560818,880,240,128,FALSE,FALSE,Entertainment,IN,1:28
303651,b88rrSGakBg,17.30.11,2017-11-29T15:00:04.000Z,40126,162,66,121,FALSE,FALSE,Entertainment,RU,
316185,fdrrIFkmoKk,17.02.12,2017-12-01T14:12:31.000Z,63771,4595,79,303,FALSE,FALSE,Autos & Vehicles,RU,12:25
328146,TE1Hvq4k5rI,17.12.12,2017-12-11T13:46:55.000Z,37981,2590,47,291,FALSE,FALSE,Howto & Style,RU,13:51
330066,BBU-y1X2Lrk,17.04.12,2017-12-03T13:39:44.000Z,242119,18941,1401,3978,FALSE,FALSE,Music,RU,
291006,cD-fxn_DMgw,18.23.04,2018-04-22T16:00:32.000Z,110548,12570,111,1015,FALSE,FALSE,Education,MX,5:51
264925,Y0u2GBMCT6Q,18.26.05,2018-05-24T17:12:04.000Z,123461,0,0,310,FALSE,TRUE,Entertainment,MX,
305889,9Wf04aGWBh4,18.21.02,2018-02-20T12:29:40.000Z,43441,215,90,15,FALSE,FALSE,Entertainment,RU,0:39
189085,Vfwv8jNNS3U,18.12.02,2018-02-08T06:27:21.000Z,285028,4705,325,145,FALSE,FALSE,Music,IN,3:31
288275,OmbD5hTNtfM,18.06.05,2018-05-05T17:40:39.000Z,203681,10290,652,1289,FALSE,FALSE,Sports,MX,
236606,k38_gbqgP-I,17.28.12,2017-12-25T12:00:08.000Z,66514,6809,14,813,FALSE,FALSE,Music,KR,23:37
273032,u3QQAdSKRT4,18.02.05,2018-05-01T15:00:05.000Z,24552,2961,48,388,FALSE,FALSE,People & Blogs,MX,15:44
270993,1nRoLjVQswM,18.09.03,2018-03-08T06:04:01.000Z,242348,1118,803,1015,FALSE,FALSE,People & Blogs,MX,
112245,TWANqkcA3wA,17.15.12,2017-12-14T00:13:20.000Z,28794,64,25,13,FALSE,FALSE,News & Politics,FR,
233534,Fj-qz7FpHsk,18.20.02,2018-02-18T10:53:49.000Z,43422,387,25,81,FALSE,FALSE,Sports,KR,2:11:02
267970,U6HGTb9QwMw,17.30.12,2017-12-29T15:52:55.000Z,31895,205,14,6,FALSE,FALSE,People & Blogs,MX,
112909,U57k03Cjr28,18.22.01,2018-01-21T03:15:16.000Z,5905,290,109,77,FALSE,FALSE,News & Politics,FR,2:01:12
172362,OkqGrxfOsIg,18.12.01,2018-01-10T14:03:24.000Z,56755,7974,79,1258,FALSE,FALSE,Entertainment,IN,13:27
66591,Q2xoV0AIHsI,18.15.02,2018-02-12T22:23:57.000Z,580430,0,0,691,FALSE,TRUE,Film & Animation,DE,
70411,kPe-PGidL2c,18.29.03,2018-03-28T00:16:15.000Z,11173,102,7,18,FALSE,FALSE,Sports,DE,
164608,C4RxaYVlrtM,18.26.01,2018-01-25T05:09:51.000Z,82708,239,60,52,FALSE,FALSE,News & Politics,IN,
351242,qLoqdxFqT9A,17.02.12,2017-03-21T23:49:13.000Z,12515,30,7,4,FALSE,FALSE,Film & Animation,US,
286622,Z3uvTzz5dMc,18.01.02,2018-01-31T04:55:18.000Z,87063,242,38,115,FALSE,FALSE,Sports,MX,
317563,WertwMOMAAw,18.12.06,2018-06-10T15:17:51.000Z,893776,39689,2705,2911,FALSE,FALSE,Autos & Vehicles,RU,12:53
25115,xfmqmmBTRXw,17.14.11,2017-11-12T19:00:07.000Z,137210,381,105,156,FALSE,FALSE,People & Blogs,CA,
265758,K0rq80ZnrDY,18.08.06,2018-06-07T23:38:52.000Z,16202,1379,57,555,FALSE,FALSE,Entertainment,MX,22:51
42002,uzKULwy17f0,17.02.12,2017-12-01T11:00:02.000Z,9286,532,1,35,FALSE,FALSE,Entertainment,DE,4:44
106338,Wisk1VXY4nQ,18.20.05,2018-05-15T16:10:02.000Z,78449,429,249,48,FALSE,FALSE,People & Blogs,FR,
46213,1EF0mbzVmiE,18.28.01,2018-01-27T12:30:00.000Z,14305,1726,64,104,FALSE,FALSE,Entertainment,DE,2:59
278070,KsaajClC-rk,17.28.12,2017-12-28T00:11:00.000Z,3144,495,11,66,FALSE,FALSE,Howto & Style,MX,
87613,iR3m-HWROu8,18.29.03,2018-03-28T00:40:00.000Z,438553,13040,446,4336,FALSE,FALSE,Entertainment,FR,43:43:00
224299,m39a4ta1tE0,18.03.05,2018-05-01T01:24:47.000Z,156438,434,146,730,FALSE,FALSE,People & Blogs,KR,
255951,HiirMb5NgUI,18.03.01,2018-01-01T19:05:17.000Z,323909,27861,1502,6236,FALSE,FALSE,Entertainment,MX,19:25
228457,ACnGfz3Dq6E,18.05.02,2018-02-02T03:35:23.000Z,271712,2120,1001,755,FALSE,FALSE,News & Politics,KR,
260870,uB6ge8bzdlM,18.22.03,2018-03-21T20:29:22.000Z,8644,86,9,9,FALSE,FALSE,Entertainment,MX,
95498,Qz6KpyaWc8M,18.14.06,2018-06-13T21:58:58.000Z,92090,1786,65,145,FALSE,FALSE,Comedy,FR,
67849,fe-ncs3WeBQ,17.26.11,2017-11-25T07:41:17.000Z,31146,2007,38,229,FALSE,FALSE,Autos & Vehicles,DE,
321818,_yK0LvCJHNQ,18.01.05,2018-04-30T21:27:21.000Z,3993,0,0,56,FALSE,TRUE,News & Politics,RU,
215288,Ptg0HZN-rHI,18.01.05,2018-04-30T10:02:54.000Z,4487,16,6,0,FALSE,FALSE,Sports,JP,3:31
80258,H4JDvBeawHE,17.14.12,2017-12-13T13:02:11.000Z,43999,3152,90,648,FALSE,FALSE,Science & Technology,DE,4:54
112553,Za6HddT0rYk,18.03.01,2018-01-02T21:13:08.000Z,20938,188,21,45,FALSE,FALSE,News & Politics,FR,35:55:00
291979,FFr9CBbvZwI,18.22.01,2018-01-22T03:47:15.000Z,8876,74,11,0,FALSE,FALSE,Gaming,MX,2:11:27
210170,WEZVfoEfclE,18.29.04,2018-04-27T22:58:16.000Z,101545,1349,26,391,FALSE,FALSE,Entertainment,JP,
275949,uaRyMSygxDU,18.29.03,2018-03-28T13:35:14.000Z,6470,188,98,107,FALSE,FALSE,News & Politics,MX,30:59:00
259338,tS5nZdKBllU,18.27.02,2018-02-25T21:00:04.000Z,1212088,98535,2827,38492,FALSE,FALSE,Entertainment,MX,20:12
201516,1_bZmDOc_LI,18.28.02,2018-02-27T16:29:37.000Z,6178,30,0,0,FALSE,FALSE,People & Blogs,JP,5:59:53
299816,XOdm37QoTuM,18.26.03,2018-03-25T08:37:25.000Z,13333,686,27,71,FALSE,FALSE,People & Blogs,RU,28:19:00
277603,TUJzDAXT9GA,17.26.11,2017-11-25T02:42:54.000Z,71841,8727,66,374,FALSE,FALSE,Howto & Style,MX,1:47
307016,5wKh99xBLgw,18.05.04,2018-04-04T06:20:27.000Z,450762,3025,301,182,FALSE,FALSE,Entertainment,RU,1:59:32
82927,vVFP55vL1Kk,17.17.12,2017-12-15T19:56:18.000Z,32200,1964,551,765,FALSE,FALSE,Entertainment,FR,1:36:41
284682,hlMa5OloncA,18.03.05,2018-05-02T02:14:38.000Z,334555,14333,319,619,FALSE,FALSE,Comedy,MX,1:20
270961,kkkdf4xFKjM,18.08.03,2018-03-06T23:00:02.000Z,2340734,396407,3477,50642,FALSE,FALSE,People & Blogs,MX,3:07
187956,yANcfPr-EOM,17.05.12,2017-11-30T04:28:57.000Z,3002626,69910,1779,2901,FALSE,FALSE,Music,IN,4:16
45923,CkvKcwNPQMI,18.24.01,2018-01-23T18:41:24.000Z,175665,3364,173,1547,FALSE,FALSE,Entertainment,DE,33:24:00
303766,GX-d4P_oGIM,17.04.12,2017-12-03T15:00:01.000Z,35946,389,42,53,FALSE,FALSE,Entertainment,RU,7:23
330612,GyVETm8L6SA,18.24.01,2018-01-22T18:40:44.000Z,143148,2535,260,333,FALSE,FALSE,Music,RU,
263130,Lh3Lt3-4tZs,18.01.05,2018-04-30T22:00:03.000Z,233355,17110,275,940,FALSE,FALSE,Entertainment,MX,4:46
85474,Ypjwn9LITys,18.11.02,2018-02-10T10:00:02.000Z,3275,405,20,147,FALSE,FALSE,Entertainment,FR,14:03
43699,MMlCnX0pLhg,17.24.12,2017-12-22T12:57:52.000Z,291375,20853,907,910,FALSE,FALSE,Entertainment,DE,0:06
265988,wV0Ypy1KWiE,18.12.06,2018-06-11T20:10:41.000Z,11981,126,2,35,FALSE,FALSE,Entertainment,MX,4:08
320307,qkvJg1viwcc,18.10.03,2018-03-09T17:09:52.000Z,23706,301,21,49,FALSE,FALSE,News & Politics,RU,13:26
230616,qysdbvKntj4,18.07.04,2018-04-06T12:29:08.000Z,99174,0,0,0,TRUE,TRUE,News & Politics,KR,
92947,8cg6oApcAqs,18.27.01,2018-01-26T15:16:05.000Z,3640,26,2,1,FALSE,FALSE,Comedy,FR,3:23
