,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration
295616,E2mu_OeCGnI,18.03.01,2018-01-02T14:44:12.000Z,43632,1366,244,852,False,False,People & Blogs,RU,15:18
281006,xj9HBK72WOI,18.23.01,2018-01-22T21:14:30.000Z,14414,721,39,119,False,False,Music,MX,24:18
328046,GXrtyqB1iLE,17.03.12,2017-12-02T14:59:58.000Z,8003,473,14,140,False,False,Howto & Style,RU,10:09
52225,UsnLasfy0z8,18.27.04,2018-04-26T15:00:03.000Z,364774,1276,241,1508,False,False,Entertainment,DE,1:02:47
10608,GWmZBe092xo,18.02.01,2018-01-01T12:50:42.000Z,56768,94,27,102,False,False,Entertainment,CA,12:45
216482,rKa1uivyqno,18.22.03,2018-03-20T19:00:05.000Z,54773,1681,50,139,False,False,Music,JP,4:34
92341,U1DNNqKCEBQ,17.28.12,2017-12-27T15:31:12.000Z,7699,50,27,112,False,False,Comedy,FR,15:24
80765,pqKx1DQI4Mk,18.19.04,2018-04-18T12:51:30.000Z,611873,16923,1467,8494,False,False,Science & Technology,DE,11:48
116552,ywmEEq_902Q,18.02.03,2018-03-01T09:30:01.000Z,12752,669,134,359,False,False,Film & Animation,FR,9:50
34688,QvjC2JMhvF0,17.22.12,2017-12-20T23:00:01.000Z,279809,9683,238,1628,False,False,Gaming,CA,17:52
225669,oK2O8Xtkrvs,17.18.11,2017-11-15T07:19:11.000Z,45058,60,10,54,False,False,News & Politics,KR,0:29
18785,RHgr1YYbKg8,18.15.05,2018-05-12T16:00:04.000Z,145505,215,55,233,False,False,Entertainment,CA,1:19:31
266868,5D_x3C_f4Yo,17.02.12,2017-11-30T21:53:00.000Z,196314,8213,296,209,False,False,People & Blogs,MX,14:33
168770,tL58a9fIXJg,17.28.11,2017-11-26T11:32:30.000Z,74062,227,838,584,False,False,Entertainment,IN,4:12
95014,7VAeOiEoQtE,18.22.05,2018-05-21T11:48:35.000Z,143328,1028,52,24,False,False,Comedy,FR,8:25
195400,4fKgKl8W3ws,18.20.02,2018-02-20T02:45:01.000Z,5437,195,9,9,False,False,Education,IN,1:10:04
106168,GR6XtpExmnk,18.13.05,2018-05-13T09:45:18.000Z,9638,1312,2,48,False,False,People & Blogs,FR,3:10
317508,hf_JyEJ6uVY,18.05.06,2018-06-04T14:00:42.000Z,66573,2481,322,260,False,False,Autos & Vehicles,RU,16:58
278012,I37Aa8AAXXQ,17.25.12,2017-12-24T15:00:02.000Z,2081160,27121,1947,2513,False,False,Howto & Style,MX,10:05
67221,SPHJcDBwa0s,18.20.04,2018-04-19T19:26:31.000Z,131011,1273,24,78,False,False,Film & Animation,DE,0:57
100306,p-UyW6sJDDI,18.30.04,2018-04-30T08:21:30.000Z,770,53,0,15,False,False,Sports,FR,5:10
102906,g1hy3GgUG_M,18.13.01,2018-01-12T18:57:35.000Z,5445,245,6,32,False,False,People & Blogs,FR,4:26
227274,NrdDOtiUky0,18.01.01,2017-12-30T08:07:48.000Z,49050,1098,36,238,False,False,News & Politics,KR,1:35:14
111172,8A3uKsKc6mg,18.23.01,2018-01-22T11:08:50.000Z,13451,214,5,7,False,False,Autos & Vehicles,FR,10:52
285136,9D-iQRoje4g,17.20.11,2017-11-20T01:54:40.000Z,510701,30075,363,818,False,False,Sports,MX,4:41
303391,0ebLj8XQiQw,17.21.11,2017-11-20T14:03:45.000Z,42524,2147,161,356,False,False,Entertainment,RU,7:17
365928,3g246c6Bv58,18.16.01,2018-01-09T14:35:37.000Z,713748,32489,429,2401,False,False,Education,US,8:20
277848,uQOJa65Tx14,17.13.12,2017-12-12T20:00:02.000Z,519945,17254,732,2035,False,False,Howto & Style,MX,10:00
266456,nXHqtN_uuhM,17.22.11,2017-11-21T16:30:01.000Z,46805,5191,41,615,False,False,People & Blogs,MX,5:40
117425,kB3hdjTV5II,18.05.06,2018-05-28T13:52:33.000Z,108924,883,232,103,False,False,Film & Animation,FR,0:41
104937,u0YIbRUlww8,18.25.03,2018-03-24T10:09:31.000Z,4449,0,0,70,False,True,People & Blogs,FR,41:00
67093,ZvoXft4VzJY,18.02.04,2018-03-31T21:15:44.000Z,112308,0,0,118,False,True,Film & Animation,DE,2:45:15
369750,7gdoj1ViJ8M,18.29.03,2018-03-20T14:13:00.000Z,299370,12707,374,2388,False,False,Howto & Style,US,6:33
357567,JYmejM38vKs,18.27.04,2018-04-26T03:22:51.000Z,945920,7559,349,2351,False,False,Sports,US,2:35
329491,fo3hOPwuM2s,18.07.05,2018-05-06T14:38:39.000Z,26278,3961,22,252,False,False,Howto & Style,RU,11:38
289440,FRgj7mxgnZg,17.05.12,2017-12-04T02:20:45.000Z,43999,223,200,0,True,False,Film & Animation,MX,0:14
338227,8bqvu8eFZss,18.17.01,2018-01-13T13:59:35.000Z,511047,14224,434,187,False,False,Entertainment,US,2:27:58
238517,m-uWyJkAAjg,17.28.11,2017-11-27T14:36:01.000Z,12070,1307,1,220,False,False,Entertainment,KR,6:50
67869,Qkkss0dmWfs,17.29.11,2017-11-28T08:00:01.000Z,10192,188,23,38,False,False,Autos & Vehicles,DE,0:34
300803,yIrPyFgdOkM,18.20.04,2018-04-19T03:33:07.000Z,49470,401,49,0,True,False,People & Blogs,RU,1:20
336730,OPbtnEXZ1H0,17.14.12,2017-12-07T15:20:15.000Z,458354,10399,129,840,False,False,Entertainment,US,8:31
158813,A_Z3AokMwWI,17.30.11,2017-11-18T19:12:51.000Z,1216539,0,0,8182,False,True,Gaming,GB,2:18:07
356380,TkCcncggO3I,18.04.01,2017-12-27T18:33:08.000Z,58556,975,24,44,False,False,Sports,US,3:27
109973,4inFYb_A9T8,18.25.05,2018-05-23T10:00:03.000Z,247435,31507,467,3652,False,False,Howto & Style,FR,4:40
251615,jBskdyDgpKg,18.05.06,2018-06-02T10:34:59.000Z,318309,2476,221,912,False,False,Autos & Vehicles,KR,18:00
332514,RdAKIVgTKuw,17.13.12,2017-12-08T21:00:01.000Z,325386,6688,105,282,False,False,People & Blogs,US,1:30
109479,f6V2kbaUslU,18.07.04,2018-04-06T07:09:12.000Z,48918,4546,104,465,False,False,Howto & Style,FR,20:31
309954,2SauESfseks,18.20.04,2018-04-18T20:27:30.000Z,900276,144056,5730,131215,False,False,Science & Technology,RU,12:07
271875,k4Tnxvg51jI,18.28.03,2018-03-27T22:52:28.000Z,4291,600,12,71,False,False,People & Blogs,MX,5:41
237119,hYlTCv5nYsY,18.04.03,2018-02-28T15:00:04.000Z,264195,18199,68,1271,False,False,Music,KR,0:14
194477,0aFnAF63j2o,18.16.02,2018-02-14T07:37:54.000Z,288950,6453,279,1048,False,False,Science & Technology,IN,7:34
338840,4Uhe7pNqCFo,18.31.01,2018-01-26T17:00:03.000Z,2297105,73435,1314,3728,False,False,Entertainment,US,0:06
71957,34oYEp3JyFE,18.20.01,2018-01-19T12:28:56.000Z,7561,559,11,101,False,False,Howto & Style,DE,7:22
301142,w92BUAHkbak,18.27.04,2018-04-26T21:24:11.000Z,3842,567,34,216,False,False,People & Blogs,RU,7:15
121782,WlveebuxoN8,18.11.02,2018-02-10T13:00:03.000Z,577810,37198,880,24531,False,False,Pets & Animals,FR,19:22
263453,7JfPPFw9_S4,18.06.05,2018-05-05T17:00:01.000Z,243211,23717,693,2979,False,False,Entertainment,MX,3:02
277434,m7cRGq35eK8,17.15.11,2017-11-14T22:35:00.000Z,3873,585,8,9,False,False,Howto & Style,MX,0:58
248430,kKyME5BdCSQ,18.23.01,2018-01-20T10:04:40.000Z,143389,4342,93,2197,False,False,Film & Animation,KR,5:57
209702,E11qzg0Qg3w,18.19.04,2018-04-18T11:00:01.000Z,61831,1094,67,273,False,False,Entertainment,JP,9:22
88883,r9waD68ce1o,18.02.05,2018-05-01T10:48:39.000Z,227675,1946,168,147,False,False,Entertainment,FR,46:50
213526,1V1X6a2mNbk,18.28.05,2018-05-27T12:44:13.000Z,27647,297,64,12,False,False,Howto & Style,JP,1:05:13
169729,5KxTgfKWeOI,17.09.12,2017-12-07T16:04:28.000Z,120829,998,274,263,False,False,Entertainment,IN,17:56
284476,QA0M9UCDWMg,18.03.04,2018-04-03T05:50:15.000Z,156787,8329,192,154,False,False,Comedy,MX,2:27:35
348920,S2Cq_TpNXoQ,17.03.12,2017-11-28T14:00:04.000Z,122477,3997,204,431,False,False,Science & Technology,US,8:19
330977,Mzv2eNialm8,18.14.03,2018-03-11T09:50:10.000Z,435748,10079,467,956,False,False,Music,RU,3:53
171668,G90kJlY8AHw,18.02.01,2017-12-30T12:47:17.000Z,793486,4325,504,977,False,False,Entertainment,IN,18:01
120303,fYwRsJAPfec,18.18.04,2018-04-16T13:00:03.000Z,433919,38431,135,1336,False,False,Music,FR,3:38
103373,1Dp-P_a0afA,18.31.01,2018-01-29T17:00:06.000Z,1755116,63218,1887,5645,False,False,People & Blogs,FR,2:00
73397,F8lo2JMYwJY,17.28.11,2017-11-27T07:16:17.000Z,7849,16,1,2,False,False,News & Politics,DE,1:03
296167,O6A35MxpGF8,18.14.01,2018-01-13T08:00:30.000Z,9675,5,2,0,False,False,People & Blogs,RU,0:30
207200,oQVY_yereis,18.19.02,2018-02-18T09:00:02.000Z,33194,537,293,345,False,False,Entertainment,JP,10:02
40638,TNfIGtZ3k1Q,18.12.06,2018-06-11T21:14:03.000Z,78939,4209,40,593,False,False,Education,CA,5:57
288576,tfh3FMJmacQ,18.25.05,2018-05-24T20:07:16.000Z,13879,192,7,25,False,False,Sports,MX,2:53
71713,0bjPjYYT1l0,17.21.12,2017-12-20T14:00:00.000Z,83783,3678,56,488,False,False,Howto & Style,DE,10:10
186378,csIlwTeuHes,18.31.03,2018-03-30T17:16:41.000Z,83304,1104,79,159,False,False,Comedy,IN,43:43
263941,OKkZzM0HGdU,18.13.05,2018-05-12T19:00:02.000Z,384796,11380,299,1187,False,False,Entertainment,MX,4:42
87070,xP-AyMOib3A,18.17.03,2018-03-16T09:54:00.000Z,10333,241,3,10,False,False,Entertainment,FR,2:15
28300,-zny0dhppZ0,18.20.04,2018-04-17T20:00:00.000Z,631370,13374,879,1197,False,False,People & Blogs,CA,14:00
181425,kfee2UpS1tM,18.09.05,2018-05-08T05:02:28.000Z,50163,109,80,43,False,False,Entertainment,IN,13:09
107265,-Yt7Lg-9KtQ,18.16.01,2018-01-14T15:20:16.000Z,171640,17281,144,997,False,False,Education,FR,11:00
260987,G5XTmV66lW0,18.24.03,2018-03-24T02:33:57.000Z,15782,209,4,20,False,False,Entertainment,MX,1:42
90171,xmGu7djKDwU,18.28.05,2018-05-27T20:22:06.000Z,46971,254,36,20,False,False,Entertainment,FR,20:14
296001,WvCPi2GylW4,18.09.01,2018-01-08T15:05:06.000Z,6864,363,11,53,False,False,People & Blogs,RU,12:25
42887,WvtbdxanuB4,17.13.12,2017-12-12T17:00:03.000Z,53426,197,10,43,False,False,Entertainment,DE,10:16
42631,-JPEO7PsYFc,17.10.12,2017-12-09T15:00:00.000Z,12216,1653,8,377,False,False,Entertainment,DE,4:27
205617,zs5WEWBPm_o,18.16.02,2018-02-16T02:48:10.000Z,7589,628,6,59,False,False,Pets & Animals,JP,1:56
11993,59R4sdIPuwk,18.26.01,2018-01-25T08:00:00.000Z,163662,1017,72,268,False,False,Entertainment,CA,42:05
125413,dsNNfiA6qjs,17.19.12,2017-12-04T18:58:55.000Z,1203368,63889,4078,4509,False,False,Entertainment,GB,19:12
109751,oWwAxLZ9IuE,18.05.05,2018-05-04T12:50:27.000Z,5227,511,16,48,False,False,Howto & Style,FR,10:38
101176,ERFfJk3arhU,18.09.06,2018-06-08T14:25:13.000Z,349624,2701,95,562,False,False,Sports,FR,4:34
366912,-pCzLbCCppo,18.14.05,2018-05-06T21:00:00.000Z,294810,8305,211,886,False,False,Education,US,13:29
249819,YFgNm8wkhz8,18.14.06,2018-06-10T01:00:00.000Z,657932,7614,382,1420,False,False,Film & Animation,KR,6:50
97861,m0ZihOUEECw,17.29.12,2017-12-28T06:00:42.000Z,787619,3667,183,751,False,False,Sports,FR,9:43
262822,5VsIi9Oeat0,18.26.04,2018-04-26T01:16:45.000Z,3488,177,0,73,False,False,Entertainment,MX,0:29
300268,RGytivlk-fc,18.04.04,2018-04-03T15:14:26.000Z,30241,1736,57,47,False,False,People & Blogs,RU,6:02
121182,hVhAxkRbe9c,18.30.05,2018-05-28T19:20:24.000Z,252694,12382,948,1393,False,False,Music,FR,4:55
87538,zQnUTni93qc,18.27.03,2018-03-26T13:49:56.000Z,2523,176,5,43,False,False,Entertainment,FR,20:27
62089,UDPKpM7EG5Q,18.10.02,2018-02-09T17:00:02.000Z,6683,546,11,60,False,False,People & Blogs,DE,11:25
276876,x-AXy93VOSA,18.23.05,2018-05-21T11:05:10.000Z,556335,8121,874,1625,False,False,News & Politics,MX,3:04
230360,K42DMIJjt30,18.31.03,2018-03-30T07:39:13.000Z,26771,0,0,322,False,True,News & Politics,KR,46:08
211986,a_E_aB2YYOw,18.31.05,2018-05-31T08:49:57.000Z,43976,1275,53,355,False,False,Entertainment,JP,4:35
329112,kAC1nwja5po,18.24.03,2018-03-23T11:00:03.000Z,818894,17953,783,1913,False,False,Howto & Style,RU,10:04
170592,PbA1UjF2ag0,17.19.12,2017-12-15T13:56:35.000Z,509451,24823,842,3123,False,False,Entertainment,IN,6:09
192068,1AfQZzX6CjM,17.15.12,2017-12-11T17:04:51.000Z,393278,847,503,500,False,False,People & Blogs,IN,13:18
37528,AJt3OuB1dcU,18.25.03,2018-03-24T04:26:13.000Z,13035,75,13,6,False,False,Sports,CA,1:26
316186,KmUgqpwh7g4,17.02.12,2017-12-01T17:02:45.000Z,4771,124,106,2,False,False,Autos & Vehicles,RU,1:25:38
169884,UYgbAyvFGYA,17.11.12,2017-12-09T10:32:09.000Z,103795,19577,363,1468,False,False,Entertainment,IN,8:31
265669,uZOu3PHVeik,18.07.06,2018-06-07T00:30:01.000Z,167380,11544,186,2170,False,False,Entertainment,MX,7:15
95852,fvuKqR4dx5M,17.29.12,2017-12-27T16:00:03.000Z,74166,6853,542,739,False,False,Gaming,FR,0:28
209949,fv1zu5K6aiA,18.25.04,2018-04-24T10:00:07.000Z,58292,426,27,297,False,False,Entertainment,JP,6:08
108200,B-p639XObHU,17.20.12,2017-12-17T18:00:07.000Z,297206,20754,320,1228,False,False,Howto & Style,FR,6:26
99414,qR1_7DIW0J0,18.12.03,2018-03-11T11:37:15.000Z,41799,3191,52,162,False,False,Sports,FR,5:08
293563,JYW0C9dNTcI,17.26.11,2017-11-24T13:06:37.000Z,295078,11412,693,2065,False,False,People & Blogs,RU,33:14
13292,UsFFsXXqCLQ,18.15.02,2018-02-13T23:30:00.000Z,160627,2111,154,394,False,False,Entertainment,CA,10:36
107588,2tzPgX9YrhU,18.22.04,2018-04-20T16:00:23.000Z,98252,7027,422,420,False,False,Education,FR,9:59
328330,ZUYxtW-HhdE,18.03.01,2018-01-02T14:04:40.000Z,13879,953,47,87,False,False,Howto & Style,RU,6:08
251680,gAp7qYUcPfA,17.14.12,2017-12-10T14:52:07.000Z,51760,0,0,0,True,True,Education,KR,57:07
93467,klDugMS98qk,18.26.02,2018-02-24T23:46:00.000Z,130046,1467,198,232,False,False,Comedy,FR,2:15:52
105217,rRdvA38_Drg,18.03.04,2018-04-02T13:10:53.000Z,31312,2518,69,360,False,False,People & Blogs,FR,12:31
329249,8cDoIgzgJlg,18.15.04,2018-04-14T10:30:01.000Z,65728,3841,80,87,False,False,Howto & Style,RU,0:04
176216,Ca84M23Vrzw,18.02.03,2018-02-25T16:30:00.000Z,1831397,13240,1122,519,False,False,Entertainment,IN,19:21
297890,UEeYm6nKYIM,18.15.02,2018-02-15T10:07:03.000Z,1253,113,10,53,False,False,People & Blogs,RU,11:33
247024,2OY6yRmtkMs,17.21.12,2017-12-17T01:30:01.000Z,330557,5744,63,653,False,False,Pets & Animals,KR,2:49
184530,UTGhaSdMCD8,17.27.11,2017-11-25T04:44:03.000Z,126009,1408,46,14,False,False,Comedy,IN,3:18
205725,OM-CrbQc3P4,18.01.03,2018-03-01T04:14:27.000Z,3502,373,4,42,False,False,Pets & Animals,JP,2:29
286293,UF6sbh0a9xY,18.15.01,2018-01-15T03:35:07.000Z,172355,8571,152,618,False,False,Sports,MX,4:36
365618,GDUncuEErzQ,17.07.12,2012-12-10T17:48:48.000Z,7753,29,3,3,False,False,Education,US,4:11
52205,wle6Z-ddI9w,18.27.04,2018-04-23T06:10:15.000Z,14775,244,7,2,False,False,Entertainment,DE,1:38
82730,QBqpDaQa8D0,17.13.12,2017-12-12T17:10:54.000Z,89134,1849,61,88,False,False,Entertainment,FR,1:55
27934,AtcN1_JFZlE,18.29.03,2018-03-28T22:19:27.000Z,20042,136,16,13,False,False,People & Blogs,CA,44:12
274237,YPFLicJcwkA,18.12.06,2018-06-11T14:00:04.000Z,20255,2421,46,417,False,False,People & Blogs,MX,7:08
212179,zXy3_FKyv_4,18.03.06,2018-06-02T23:00:20.000Z,38451,336,64,56,False,False,Entertainment,JP,3:34
281841,Y9DAMm2d4sc,18.18.03,2018-03-16T07:00:00.000Z,424954,37548,210,1358,False,False,Music,MX,3:55
251263,M19XSxd31cI,18.04.05,2018-05-02T07:00:00.000Z,101735,1991,59,2172,False,False,Gaming,KR,3:34
59331,bDk2gdRWB0A,18.07.05,2018-05-06T17:00:02.000Z,22384,3649,7,183,False,False,Education,DE,3:12
15628,w0_QVQEbMas,18.23.03,2018-03-22T17:00:05.000Z,349932,6817,117,613,False,False,Entertainment,CA,3:50
118600,AczmVHtBlX0,18.20.01,2018-01-19T17:23:27.000Z,7880,759,14,160,False,False,Music,FR,11:55
254126,T7Hp8XHhBCo,17.08.12,2017-12-06T20:30:00.000Z,1378728,100092,976,65940,False,False,Entertainment,MX,10:04
290905,ZswCEcli4SA,18.07.03,2018-03-06T15:39:46.000Z,78244,6281,102,528,False,False,Education,MX,10:36
173195,tmwz--YP5rQ,18.22.01,2018-01-18T08:29:37.000Z,459269,29013,577,1503,False,False,Entertainment,IN,3:45
189024,CN52WhGtuf8,18.09.02,2018-02-07T23:30:00.000Z,57531,327,67,39,False,False,Music,IN,22:16
6568,_MT4WWBZE6I,18.21.04,2018-04-19T13:37:36.000Z,221903,2497,244,312,False,False,Comedy,CA,3:23
228862,fMpfJDSQL2I,18.18.02,2018-02-16T05:37:02.000Z,64744,463,130,696,False,False,News & Politics,KR,3:11
221490,W1KRnSXbuN8,18.07.02,2018-02-05T09:00:02.000Z,349368,18718,68,619,False,False,People & Blogs,KR,3:26
108414,yhArCHGStNc,18.06.01,2018-01-05T08:51:05.000Z,24077,1916,111,962,False,False,Howto & Style,FR,14:22
228602,eENlTF7oKSY,18.10.02,2018-02-08T14:47:59.000Z,35044,2003,68,83,False,False,News & Politics,KR,1:05:20
74685,oOnV8LiFEPs,18.01.03,2018-03-01T00:56:04.000Z,101782,3011,87,1169,False,False,News & Politics,DE,7:27
298734,u80SWzuVd9Y,18.03.03,2018-03-02T12:22:51.000Z,12784,864,100,110,False,False,People & Blogs,RU,27:50
322600,ACbkeSUCbFs,18.29.05,2018-05-28T15:09:27.000Z,24946,914,37,188,False,False,News & Politics,RU,1:55:20
253091,DcJiug6StV8,17.20.11,2017-11-19T23:11:34.000Z,33371,4336,24,1050,False,False,Entertainment,MX,12:46
230224,I90Kj9rE_aA,18.28.03,2018-03-27T09:57:38.000Z,59786,932,11,98,False,False,News & Politics,KR,2:21
273445,RA1IVoFA7Wk,18.13.05,2018-05-12T19:50:04.000Z,20461,1367,23,145,False,False,People & Blogs,MX,0:41
218458,vxfDYCYvdMw,17.14.11,2017-11-12T15:16:11.000Z,30848,0,0,65,False,True,People & Blogs,KR,1:53
291345,Cn9nSY_g6m4,18.10.02,2018-02-10T04:20:54.000Z,846,55,1,0,False,False,Science & Technology,MX,1:34
167156,rXZj8KuFZEc,18.22.05,2018-05-19T06:05:45.000Z,231798,545,174,111,False,False,News & Politics,IN,14:53
302065,_vS4uZod52Q,18.16.05,2018-05-15T10:00:06.000Z,18570,1483,26,71,False,False,People & Blogs,RU,5:01
263793,mdkEqciPuls,18.11.05,2018-05-10T13:00:04.000Z,59848,925,102,249,False,False,Entertainment,MX,2:50
38605,_6PlfgmPUBY,17.11.12,2017-12-09T13:00:07.000Z,287216,27817,226,5546,False,False,Pets & Animals,CA,22:31
259732,SJ8aZIzvg9E,18.05.03,2018-03-04T08:48:04.000Z,40727,1541,50,71,False,False,Entertainment,MX,28:30
251217,Qj9lqMY6hsA,18.23.04,2018-04-20T06:30:00.000Z,129742,1919,139,700,False,False,Gaming,KR,5:13
283373,dggZskHQtrM,17.29.11,2017-11-28T17:02:19.000Z,24123,478,14,0,True,False,Comedy,MX,1:53
372508,igczJLuaelg,18.01.05,2018-04-21T18:07:24.000Z,4610501,125244,42051,32255,False,False,Gaming,US,1:04
299665,nFV9FzzmVAc,18.23.03,2018-03-22T04:54:06.000Z,39713,4937,26,242,False,False,People & Blogs,RU,3:17
85933,zhM-4XUXibc,18.21.02,2018-02-20T18:42:55.000Z,10268,48,13,0,True,False,Entertainment,FR,1:03:42
248246,MRsXjb2JvbE,18.03.01,2017-12-31T09:00:01.000Z,165291,3753,86,910,False,False,Film & Animation,KR,1:02
81838,xbgqRGvDJ2I,17.24.11,2017-11-21T16:00:05.000Z,575947,29256,1077,4011,False,False,Entertainment,FR,5:42
